start_key,end_key,type,ordinal
XI-LEI-391200GAL2O80LVLFJ24,c4160ae290f80ba9c9aa5bba11648dc2,registered,0
XI-LEI-391200GAL2O80LVLFJ24,c4160ae290f80ba9c9aa5bba11648dc2,business,1
XI-LEI-5493009Y0WGGYKD2X888,f86b86eee81c89d7dc049646a43f2981,registered,0
XI-LEI-5493009Y0WGGYKD2X888,f86b86eee81c89d7dc049646a43f2981,business,1
XI-LEI-2138004C9R5QI9R5YH02,3e3c7576a3df01635fb0b1b5636f2273,registered,0
XI-LEI-2138004C9R5QI9R5YH02,3e3c7576a3df01635fb0b1b5636f2273,business,1
XI-LEI-213800XWU7V7WDEQK620,3e3c7576a3df01635fb0b1b5636f2273,registered,0
XI-LEI-213800XWU7V7WDEQK620,3e3c7576a3df01635fb0b1b5636f2273,business,1
XI-LEI-549300KY6HKK0GECYX39,102060f3a1aa7fd3d117681b11cab8c5,registered,0
XI-LEI-549300KY6HKK0GECYX39,7e639c74debbf0abdf58c1cae1b36621,business,1
XI-LEI-549300FNQS5QUAPENQ15,102060f3a1aa7fd3d117681b11cab8c5,registered,0
XI-LEI-549300FNQS5QUAPENQ15,f6cbf62f95eb7f905bf50a44783b5595,business,1
XI-LEI-549300WRI3IMTMV3P242,07f0407fc998a1e7687d51a560b7fc89,registered,0
XI-LEI-549300WRI3IMTMV3P242,07f0407fc998a1e7687d51a560b7fc89,business,1
XI-LEI-W9NG6WMZIYEU8VEDOG48,ded669cebaa83c45a91a561edef6b11f,registered,0
XI-LEI-W9NG6WMZIYEU8VEDOG48,ded669cebaa83c45a91a561edef6b11f,business,1
XI-LEI-2138007V5RO48KLMZF61,3e3c7576a3df01635fb0b1b5636f2273,registered,0
XI-LEI-2138007V5RO48KLMZF61,3e3c7576a3df01635fb0b1b5636f2273,business,1
XI-LEI-2138002S3XGZ38WN5Q72,3e3c7576a3df01635fb0b1b5636f2273,registered,0
XI-LEI-2138002S3XGZ38WN5Q72,3e3c7576a3df01635fb0b1b5636f2273,business,1
XI-LEI-254900CL1QRNJC42HA89,03e911346577356c42156fb74304ee7b,registered,0
XI-LEI-254900CL1QRNJC42HA89,6983a3371ce9a3824c7f999e35b69373,business,1
XI-LEI-549300HLOJDV9GDG8H69,e22e099288e3782ff07fb06ac9e87602,registered,0
XI-LEI-549300HLOJDV9GDG8H69,5a28b205b3ee630e564b5bab4179d26b,business,1
XI-LEI-213800THGIUR8XF8OZ68,3e3c7576a3df01635fb0b1b5636f2273,registered,0
XI-LEI-213800THGIUR8XF8OZ68,3e3c7576a3df01635fb0b1b5636f2273,business,1
XI-LEI-5493003I024VW3EM4E21,07f0407fc998a1e7687d51a560b7fc89,registered,0
XI-LEI-5493003I024VW3EM4E21,07f0407fc998a1e7687d51a560b7fc89,business,1
XI-LEI-549300Q8HMKBGXWJ3Q83,ded669cebaa83c45a91a561edef6b11f,registered,0
XI-LEI-549300Q8HMKBGXWJ3Q83,ded669cebaa83c45a91a561edef6b11f,business,1
XI-LEI-549300TKCR7ADX1M3969,ded669cebaa83c45a91a561edef6b11f,registered,0
XI-LEI-549300TKCR7ADX1M3969,ded669cebaa83c45a91a561edef6b11f,business,1
XI-LEI-2138001I4N44QV4N1858,6e34e79ecce54017ee47a7fecba6a10e,registered,0
XI-LEI-2138001I4N44QV4N1858,6e34e79ecce54017ee47a7fecba6a10e,business,1
XI-LEI-213800BXZH7RWO84SI42,3e3c7576a3df01635fb0b1b5636f2273,registered,0
XI-LEI-213800BXZH7RWO84SI42,3e3c7576a3df01635fb0b1b5636f2273,business,1
XI-LEI-213800FUUO6AEPNKR357,3e3c7576a3df01635fb0b1b5636f2273,registered,0
XI-LEI-213800FUUO6AEPNKR357,3e3c7576a3df01635fb0b1b5636f2273,business,1
XI-LEI-213800LX24J8JOPTTD69,3e3c7576a3df01635fb0b1b5636f2273,registered,0
XI-LEI-213800LX24J8JOPTTD69,3e3c7576a3df01635fb0b1b5636f2273,business,1
XI-LEI-549300LOMJ5CLDVY0Q25,102060f3a1aa7fd3d117681b11cab8c5,registered,0
XI-LEI-549300LOMJ5CLDVY0Q25,102060f3a1aa7fd3d117681b11cab8c5,business,1
XI-LEI-5493002L8GVKESUG4F17,ded669cebaa83c45a91a561edef6b11f,registered,0
XI-LEI-5493002L8GVKESUG4F17,ded669cebaa83c45a91a561edef6b11f,business,1
XI-LEI-213800FYWZ9EB11MZN49,18d2dfd914975c0e26e91c6fd9ed58c1,registered,0
XI-LEI-213800FYWZ9EB11MZN49,18d2dfd914975c0e26e91c6fd9ed58c1,business,1
XI-LEI-549300P6NB0L4DRUES61,102060f3a1aa7fd3d117681b11cab8c5,registered,0
XI-LEI-549300P6NB0L4DRUES61,5d48c44da0031c6507a60fee8896945d,business,1
XI-LEI-549300ABXTV7J6G2BT66,e22e099288e3782ff07fb06ac9e87602,registered,0
XI-LEI-549300ABXTV7J6G2BT66,d2f069eab539c22bf5f7f41a0c8cf90d,business,1
XI-LEI-549300RQNRIL5TRKCH60,102060f3a1aa7fd3d117681b11cab8c5,registered,0
XI-LEI-549300RQNRIL5TRKCH60,2aff6aba4c7f11cde9ef7a2f0db22f4a,business,1
XI-LEI-549300VWE9Z19DIFSS06,166ec914d916b900ca2097f9076cb230,registered,0
XI-LEI-549300VWE9Z19DIFSS06,edebef0757bd96af8da2cb22614ac2ea,business,1
XI-LEI-2138003JK1RS6TXUZB17,3e3c7576a3df01635fb0b1b5636f2273,registered,0
XI-LEI-2138003JK1RS6TXUZB17,0e90f2d972553571dfae3cdf6af6c0f8,business,1
XI-LEI-2138002D49GG1O189L31,75fd12a7c25b539cf507479b1e6daab8,registered,0
XI-LEI-2138002D49GG1O189L31,75fd12a7c25b539cf507479b1e6daab8,business,1
XI-LEI-213800SBT2QLGP2Y4974,4866278c3f189a15b74e25035d17f07d,registered,0
XI-LEI-213800SBT2QLGP2Y4974,4866278c3f189a15b74e25035d17f07d,business,1
XI-LEI-213800YUOGJWKMJMX615,3e3c7576a3df01635fb0b1b5636f2273,registered,0
XI-LEI-213800YUOGJWKMJMX615,3e3c7576a3df01635fb0b1b5636f2273,business,1
XI-LEI-213800Z9Y4GC3RCHQK87,6e34e79ecce54017ee47a7fecba6a10e,registered,0
XI-LEI-213800Z9Y4GC3RCHQK87,6e34e79ecce54017ee47a7fecba6a10e,business,1
XI-LEI-549300YSMIW80PKBJP33,e22e099288e3782ff07fb06ac9e87602,registered,0
XI-LEI-549300YSMIW80PKBJP33,8614a5609d9f8915121ef8fcf19accad,business,1
XI-LEI-549300HRMHKQNIYGN596,e22e099288e3782ff07fb06ac9e87602,registered,0
XI-LEI-549300HRMHKQNIYGN596,d2f069eab539c22bf5f7f41a0c8cf90d,business,1
XI-LEI-213800JDY3WNXKILP121,3e3c7576a3df01635fb0b1b5636f2273,registered,0
XI-LEI-213800JDY3WNXKILP121,6e34e79ecce54017ee47a7fecba6a10e,business,1
XI-LEI-549300H1I4IKVIEET127,102060f3a1aa7fd3d117681b11cab8c5,registered,0
XI-LEI-549300H1I4IKVIEET127,216fbab2a104bf3775a2de75841e799d,business,1
XI-LEI-213800MV52QOR3TCID39,3e3c7576a3df01635fb0b1b5636f2273,registered,0
XI-LEI-213800MV52QOR3TCID39,3e3c7576a3df01635fb0b1b5636f2273,business,1
XI-LEI-213800NW1M8A9JCNYT42,0901e80d2afd44145e83f8a6291878e6,registered,0
XI-LEI-213800NW1M8A9JCNYT42,0901e80d2afd44145e83f8a6291878e6,business,1
XI-LEI-5493003R5R3GH59BZM53,e22e099288e3782ff07fb06ac9e87602,registered,0
XI-LEI-5493003R5R3GH59BZM53,56e0d1cda29ceb32002ab55e7c2b20a4,business,1
XI-LEI-549300412T1959YGZP28,102060f3a1aa7fd3d117681b11cab8c5,registered,0
XI-LEI-549300412T1959YGZP28,1782ba6eed260b5763e04ba7d4caa3e6,business,1
XI-LEI-5493004N8936WVL23W35,102060f3a1aa7fd3d117681b11cab8c5,registered,0
XI-LEI-5493004N8936WVL23W35,80582dd3d4bbc53f0fc6b0a3c77dbf05,business,1
XI-LEI-549300CFRPJRWHKXNB76,102060f3a1aa7fd3d117681b11cab8c5,registered,0
XI-LEI-549300CFRPJRWHKXNB76,216fbab2a104bf3775a2de75841e799d,business,1
XI-LEI-549300GXQWY7TOWC7Y75,102060f3a1aa7fd3d117681b11cab8c5,registered,0
XI-LEI-549300GXQWY7TOWC7Y75,312c590ac93bab39406130a374cfe82f,business,1
XI-LEI-213800VD287CR15QNH11,6c115926660453c95c8c75e03fa94071,registered,0
XI-LEI-213800VD287CR15QNH11,6c115926660453c95c8c75e03fa94071,business,1
GB-COH-04984787,843ad54aaa2bbb586b1bf1f0574baa56,registered,0
GB-COH-15920551,843ad54aaa2bbb586b1bf1f0574baa56,registered,0
GB-COH-00511097,d7af50c30b2b35b74347ea52b81c5ef9,registered,0
GB-COH-11032246,575ad205a1de984e11b02b6fa1c000fa,registered,0
GB-COH-11032205,575ad205a1de984e11b02b6fa1c000fa,registered,0
GB-COH-11120527,40c9115cada93283365cc9319cd48573,registered,0
GB-COH-07640868,843ad54aaa2bbb586b1bf1f0574baa56,registered,0
GB-COH-11116433,40c9115cada93283365cc9319cd48573,registered,0
XI-LEI-2138008KTNTDICZU8L25,e4fe1a27deac68e0b0074db282f4ca61,registered,0
XI-LEI-2138008KTNTDICZU8L25,e4fe1a27deac68e0b0074db282f4ca61,business,1
XI-LEI-549300KBNGV4NYY3GE68,294346d6b65ac40b836f648183a4a8d8,registered,0
XI-LEI-549300KBNGV4NYY3GE68,294346d6b65ac40b836f648183a4a8d8,business,1
XI-LEI-894500MDF6I8J93LO347,eb6516913a70fa18916225e81a8da23d,registered,0
XI-LEI-894500MDF6I8J93LO347,6e8e29061577a0be2647710c5c81423f,business,1
XI-LEI-2763RIUHRUXVYE8VBI52,b9f870a6580d1b7f6637f5f0e52a5b39,registered,0
XI-LEI-2763RIUHRUXVYE8VBI52,3bcd62d91fbeb72192be3e30333067fb,business,1
XI-LEI-213800IJGJFB3GND1T26,720111f582f7e3957eb9c58d7db544b1,registered,0
XI-LEI-213800IJGJFB3GND1T26,24e80483c021e71e680c9c63238b106e,business,1
GB-COH-01126618,99e82b9881f503e5c6128596a109eef9,registered,0
XI-LEI-2138008RB4WDK7HYYS91,84154a52f5d58850671cea8f6a1fee2c,registered,0
XI-LEI-2138008RB4WDK7HYYS91,84154a52f5d58850671cea8f6a1fee2c,business,1
XI-LEI-213800MR49XK2JV4F829,84154a52f5d58850671cea8f6a1fee2c,registered,0
XI-LEI-213800MR49XK2JV4F829,84154a52f5d58850671cea8f6a1fee2c,business,1
GB-COH-06006643,08e244e81a3d78e07101e92c8057e922,registered,0
GB-COH-09142569,b872dcda3171070445f47c1552715df9,registered,0
GB-COH-03886399,b872dcda3171070445f47c1552715df9,registered,0
GB-COH-SC338426,b6e1bb1cdc451e1740e5ce8a1ae0c7f4,registered,0
GB-COH-SC219887,85d80c5ce087b0f85f7153f1e4a7e9ed,registered,0
GB-COH-07820781,54dc14213bf040403893f284f93b7d8b,registered,0
GB-COH-14177056,ec8034b84dcb926430f9d87cee17fa26,registered,0
GB-COH-05656364,ddcdcf5bc70374d76b8b5d7063c71705,registered,0
GB-COH-07155949,ddcdcf5bc70374d76b8b5d7063c71705,registered,0
GB-COH-06799825,54dc14213bf040403893f284f93b7d8b,registered,0
GB-COH-04081901,ddcdcf5bc70374d76b8b5d7063c71705,registered,0
GB-COH-06409675,ddcdcf5bc70374d76b8b5d7063c71705,registered,0
GB-COH-04602885,ddcdcf5bc70374d76b8b5d7063c71705,registered,0
GB-COH-14171811,ec8034b84dcb926430f9d87cee17fa26,registered,0
GB-COH-10336040,ddcdcf5bc70374d76b8b5d7063c71705,registered,0
GB-COH-14173716,ec8034b84dcb926430f9d87cee17fa26,registered,0
GB-COH-03158124,54dc14213bf040403893f284f93b7d8b,registered,0
GB-COH-02563623,54dc14213bf040403893f284f93b7d8b,registered,0
GB-COH-15748728,54dc14213bf040403893f284f93b7d8b,registered,0
GB-COH-02393309,f45a8a8a3ebea68344f5aeb8c4a4550c,registered,0
GB-COH-07255980,ddcdcf5bc70374d76b8b5d7063c71705,registered,0
GB-COH-07389613,5b888a98c354db64c4fe8491fce345fe,registered,0
GB-COH-09926796,54dc14213bf040403893f284f93b7d8b,registered,0
GB-COH-02485860,b872dcda3171070445f47c1552715df9,registered,0
XI-LEI-5586006ZEFQ542K7CY16,8824cb65349e468b431df847c9988947,registered,0
XI-LEI-5586006ZEFQ542K7CY16,8824cb65349e468b431df847c9988947,business,1
XI-LEI-78900067TT5DRBFBDN88,98e292ed3c61fda45b2ae9851e3eeddd,registered,0
XI-LEI-78900067TT5DRBFBDN88,3df36f51118365ff9378c892b77c2e6b,business,1
XI-LEI-558600EF1LZ82YHRMV66,baa01e36347a1aed64e7c72ee7a95b54,registered,0
XI-LEI-558600EF1LZ82YHRMV66,baa01e36347a1aed64e7c72ee7a95b54,business,1
XI-LEI-254900QAYP91G6IT9S19,4f3fcab664ac42553b00aedc238c8feb,registered,0
XI-LEI-254900QAYP91G6IT9S19,0af6cb734024e5ff404b9017349adf8f,business,1
XI-LEI-558600JIICYLBWQXML82,743b37b912c6f3059f4f93e42ab58171,registered,0
XI-LEI-558600JIICYLBWQXML82,918657c2a1583f7f26a2c7aaa8852bda,business,1
XI-LEI-254900WTRWZEZCPDUX78,4f3fcab664ac42553b00aedc238c8feb,registered,0
XI-LEI-254900WTRWZEZCPDUX78,0af6cb734024e5ff404b9017349adf8f,business,1
XI-LEI-2549003H0S48GD7PM233,4f3fcab664ac42553b00aedc238c8feb,registered,0
XI-LEI-2549003H0S48GD7PM233,0af6cb734024e5ff404b9017349adf8f,business,1
XI-LEI-5586007HYS59B0NF2875,ec8d55239863267a3434e7929f10076d,registered,0
XI-LEI-5586007HYS59B0NF2875,ec8d55239863267a3434e7929f10076d,business,1
XI-LEI-558600PYVWFWMUJOFH53,6205843111d5c326951a75c31f8a61e5,registered,0
XI-LEI-558600PYVWFWMUJOFH53,2cfa4881c71c26e87016cdb3c3a5f31c,business,1
XI-LEI-558600YVNWCJ1L7RA642,e0aec2528f0c05a787d53cd4d950a406,registered,0
XI-LEI-558600YVNWCJ1L7RA642,e0aec2528f0c05a787d53cd4d950a406,business,1
XI-LEI-789000DWLOUQNDCW8W61,5dfb0d1ee4296e8c4e01d25604f74222,registered,0
XI-LEI-789000DWLOUQNDCW8W61,5dfb0d1ee4296e8c4e01d25604f74222,business,1
XI-LEI-635400BL7XGTQHK8HM19,1b515fc70234f196bdfd87a0a79530ad,registered,0
XI-LEI-635400BL7XGTQHK8HM19,e22327736b6e8f6c403b302f0c3a0c51,business,1
XI-LEI-5493005ECQRC5SLACT53,f1f7d5d2b24f3aaa5933f73e92af8e04,registered,0
XI-LEI-5493005ECQRC5SLACT53,f1f7d5d2b24f3aaa5933f73e92af8e04,business,1
XI-LEI-25490082FQJTDUC7Y169,4f3fcab664ac42553b00aedc238c8feb,registered,0
XI-LEI-25490082FQJTDUC7Y169,0af6cb734024e5ff404b9017349adf8f,business,1
XI-LEI-213800AG2V6YE68H5N63,93335ed8cd8150f9fd93d567ae77fa41,registered,0
XI-LEI-213800AG2V6YE68H5N63,93335ed8cd8150f9fd93d567ae77fa41,business,1
XI-LEI-558600JW2XPMLG97TV14,ee217a14ca40eebffb4e5db6d3d88d4b,registered,0
XI-LEI-558600JW2XPMLG97TV14,ee217a14ca40eebffb4e5db6d3d88d4b,business,1
XI-LEI-558600QX2SVCL51BY860,7ce881c67f5e5c374e71cb3386dfd057,registered,0
XI-LEI-558600QX2SVCL51BY860,7ce881c67f5e5c374e71cb3386dfd057,business,1
XI-LEI-7N7YKE66OZ27KON72O26,405dab32b49f83e2b623266693836a72,registered,0
XI-LEI-7N7YKE66OZ27KON72O26,405dab32b49f83e2b623266693836a72,business,1
GB-COH-12419163,86cf08b2302e424b7e955e2c379add59,registered,0
GB-COH-03281264,9030b401e86faaa2f7917d35b95963e1,registered,0
GB-COH-03305197,84011e4525fcb543f3b22e904c2592f4,registered,0
GB-COH-03299418,a3749ed8d8e48be98448de6e7edcb987,registered,0
GB-COH-03305223,84011e4525fcb543f3b22e904c2592f4,registered,0
GB-COH-03305117,f9311e4e47999c894fef4144275a85f3,registered,0
GB-COH-05982811,37d80dd932e7397223f316451d65b4b0,registered,0
GB-COH-05981582,7bb74461955b96a000bf2d7ecc351b68,registered,0
GB-COH-14525696,dead5dd044b17b434dc1d6b7e288abb0,registered,0
GB-COH-00031014,9e8123ad87b10223485949208e6396cb,registered,0
GB-COH-03304752,84011e4525fcb543f3b22e904c2592f4,registered,0
GB-COH-03305238,84011e4525fcb543f3b22e904c2592f4,registered,0
GB-COH-02529667,f445332c579e60f817ca90a8966a0781,registered,0
GB-COH-03305181,84011e4525fcb543f3b22e904c2592f4,registered,0
GB-COH-03305201,84011e4525fcb543f3b22e904c2592f4,registered,0
GB-COH-03305173,84011e4525fcb543f3b22e904c2592f4,registered,0
GB-COH-03281103,c599021d4e97e577ec3d774dca0e3cc9,registered,0
GB-COH-03281010,9030b401e86faaa2f7917d35b95963e1,registered,0
GB-COH-03305112,f9311e4e47999c894fef4144275a85f3,registered,0
GB-COH-03305231,84011e4525fcb543f3b22e904c2592f4,registered,0
GB-COH-11205113,e39dc7bd03de40b3f4c443bfb76996c2,registered,0
GB-COH-12415316,3528d835c698ecb0dcaad0dbf8173ae6,registered,0
GB-COH-05042139,85671f65ffb3abd61def49bf33a230c7,registered,0
GB-COH-11128634,dc26e3b2ca897494a6f99a334522bc9a,registered,0
GB-COH-03383583,84011e4525fcb543f3b22e904c2592f4,registered,0
GB-COH-04273370,84011e4525fcb543f3b22e904c2592f4,registered,0
GB-COH-06861426,a1c7a20fc85a12ff6b05506a135700e2,registered,0
GB-COH-06254688,a1c7a20fc85a12ff6b05506a135700e2,registered,0
GB-COH-03796850,a03802c02a773a066d8dabf19204901e,registered,0
GB-COH-12388231,a30f10d83073f4e72a115299a1616077,registered,0
GB-COH-03280933,7bb3f07560284be59a01136d35d277de,registered,0
XI-LEI-213800DBE5Y9ZM58PN63,ecddb73ca6db55566dd1a0572c004700,registered,0
XI-LEI-213800DBE5Y9ZM58PN63,ecddb73ca6db55566dd1a0572c004700,business,1
GB-COH-10498997,fb4ffd3e0f6853f1f2eaa741a4b52162,registered,0
GB-COH-10787931,fb4ffd3e0f6853f1f2eaa741a4b52162,registered,0
GB-COH-03462881,fb4ffd3e0f6853f1f2eaa741a4b52162,registered,0
GB-COH-02482660,fb4ffd3e0f6853f1f2eaa741a4b52162,registered,0
GB-COH-11078321,fb4ffd3e0f6853f1f2eaa741a4b52162,registered,0
GB-COH-05743495,fb4ffd3e0f6853f1f2eaa741a4b52162,registered,0
GB-COH-ENT-10787931-2xgy7SArA1de15zvlarnJDXAw60,ecb2f4293d8071706f7e3bcdd78102f6,alternative,0
GB-COH-02243045,93ef316871c3c53f590a321032c3e24a,registered,0
GB-COH-04877889,bb05106fbd7f19dee5bbc02353abca9e,registered,0
GB-COH-02797701,bb05106fbd7f19dee5bbc02353abca9e,registered,0
GB-COH-02571516,6c1cbc6b3eb551d84afa9f525d1107d4,registered,0
GB-COH-08212279,bb05106fbd7f19dee5bbc02353abca9e,registered,0
GB-COH-02644862,bb05106fbd7f19dee5bbc02353abca9e,registered,0
GB-COH-13555386,bb05106fbd7f19dee5bbc02353abca9e,registered,0
GB-COH-07158144,bb05106fbd7f19dee5bbc02353abca9e,registered,0
GB-COH-07158142,bb05106fbd7f19dee5bbc02353abca9e,registered,0
GB-COH-07158140,bb05106fbd7f19dee5bbc02353abca9e,registered,0
GB-COH-01668247,bb05106fbd7f19dee5bbc02353abca9e,registered,0
GB-COH-12095560,bb05106fbd7f19dee5bbc02353abca9e,registered,0
GB-COH-13130144,bb05106fbd7f19dee5bbc02353abca9e,registered,0
GB-COH-07068789,bb05106fbd7f19dee5bbc02353abca9e,registered,0
GB-COH-12332828,7b67ffada033b610d68769f55308f110,registered,0
GB-COH-02147783,bb05106fbd7f19dee5bbc02353abca9e,registered,0
