start_key,end_key,ordinal,isPrimary
XI-LEI-549300KWC0CKSSHUZ327,GB-COH|00140132,1,false
XI-LEI-549300LCKI6BWPCJGX28,XI-LEI|549300LCKI6BWPCJGX28,0,true
XI-LEI-549300LCKI6BWPCJGX28,GB-COH|12825643,1,false
XI-LEI-549300LH9YXVHGYN6V32,XI-LEI|549300LH9YXVHGYN6V32,0,true
XI-LEI-549300LH9YXVHGYN6V32,GB-COH|00908982,1,false
XI-LEI-549300MOF13GKBNRVV53,XI-LEI|549300MOF13GKBNRVV53,0,true
XI-LEI-549300MOF13GKBNRVV53,GB-COH|00871912,1,false
XI-LEI-549300NCTSINOQUCE407,XI-LEI|549300NCTSINOQUCE407,0,true
XI-LEI-549300NCTSINOQUCE407,NL-KVK|72399104,1,false
XI-LEI-549300X4LGFEE4L28815,XI-LEI|549300X4LGFEE4L28815,0,true
XI-LEI-549300X4LGFEE4L28815,LU-RCS|B45782,1,false
XI-LEI-549300XDLZSTRWVYDS48,XI-LEI|549300XDLZSTRWVYDS48,0,true
XI-LEI-549300XDLZSTRWVYDS48,US-SAM|249359,1,false
XI-LEI-549300XJERYFRMOP7O39,XI-LEI|549300XJERYFRMOP7O39,0,true
XI-LEI-549300XJERYFRMOP7O39,ES-RMC|CS-32548-8,1,false
XI-LEI-549300YF2JG5OMW7UO84,XI-LEI|549300YF2JG5OMW7UO84,0,true
XI-LEI-549300YF2JG5OMW7UO84,SE-ON|556081-6604,1,false
XI-LEI-549300YG7WG1HR9KGW98,XI-LEI|549300YG7WG1HR9KGW98,0,true
XI-LEI-549300YG7WG1HR9KGW98,GB-COH|00322365,1,false
XI-LEI-549300YYMNSW7KWZH127,XI-LEI|549300YYMNSW7KWZH127,0,true
XI-LEI-549300YYMNSW7KWZH127,US-SAM|D00045773,1,false
XI-LEI-549300ZDBUCTRBOPM023,XI-LEI|549300ZDBUCTRBOPM023,0,true
XI-LEI-549300ZDBUCTRBOPM023,GB-COH|01378710,1,false
XI-LEI-549300ZNXYELB31FP503,XI-LEI|549300ZNXYELB31FP503,0,true
XI-LEI-549300ZNXYELB31FP503,AU-ABN|004 085 616,1,false
XI-LEI-549300ZPID4GQRDWI318,XI-LEI|549300ZPID4GQRDWI318,0,true
XI-LEI-549300ZPID4GQRDWI318,DE-CR|HRB 113611,1,false
XI-LEI-25490009TXBCEMN3UI89,XI-LEI|25490009TXBCEMN3UI89,0,true
XI-LEI-25490009TXBCEMN3UI89,GB-COH|06720009,1,false
XI-LEI-54930066OLMECXUIIT95,XI-LEI|54930066OLMECXUIIT95,0,true
XI-LEI-54930066OLMECXUIIT95,GB-COH|00305943,1,false
XI-LEI-5493006US8Z88WK9IL47,XI-LEI|5493006US8Z88WK9IL47,0,true
XI-LEI-5493006US8Z88WK9IL47,US-SAM|2222036,1,false
XI-LEI-5493008GLWHKEO68CL13,XI-LEI|5493008GLWHKEO68CL13,0,true
XI-LEI-5493008GLWHKEO68CL13,GB-COH|00404347,1,false
XI-LEI-5493008ZYIONF7JPJL24,XI-LEI|5493008ZYIONF7JPJL24,0,true
XI-LEI-5493008ZYIONF7JPJL24,CA-CC|3268803,1,false
XI-LEI-254900SRY9AX0V405Q73,XI-LEI|254900SRY9AX0V405Q73,0,true
XI-LEI-254900SRY9AX0V405Q73,US-SAM|0803235499,1,false
XI-LEI-549300HJ840SLKBDOS06,XI-LEI|549300HJ840SLKBDOS06,0,true
XI-LEI-549300HJ840SLKBDOS06,AU-ABN|102 991 551,1,false
XI-LEI-254900P4JT9YH6JH0I36,XI-LEI|254900P4JT9YH6JH0I36,0,true
XI-LEI-254900P4JT9YH6JH0I36,US-SAM|0803377526,1,false
XI-LEI-5493000BRX9RNZNUOV28,XI-LEI|5493000BRX9RNZNUOV28,0,true
XI-LEI-5493000BRX9RNZNUOV28,GB-COH|10867355,1,false
XI-LEI-549300MZ0FTF0W5N3I14,XI-LEI|549300MZ0FTF0W5N3I14,0,true
XI-LEI-549300MZ0FTF0W5N3I14,US-SAM|3439552,1,false
XI-LEI-549300IW34FEHHXMF980,XI-LEI|549300IW34FEHHXMF980,0,true
XI-LEI-549300IW34FEHHXMF980,GB-COH|00097216,1,false
XI-LEI-549300MG5Q5VOTHPK831,XI-LEI|549300MG5Q5VOTHPK831,0,true
XI-LEI-549300MG5Q5VOTHPK831,US-SAM|2076758,1,false
XI-LEI-54930021X63HYEU9MP82,XI-LEI|54930021X63HYEU9MP82,0,true
XI-LEI-54930021X63HYEU9MP82,US-SAM|1998110694,1,false
XI-LEI-549300H667FIK5PZPV54,XI-LEI|549300H667FIK5PZPV54,0,true
XI-LEI-549300H667FIK5PZPV54,IN-MCA|F03031,1,false
XI-LEI-549300I2A60VQH7OB113,XI-LEI|549300I2A60VQH7OB113,0,true
XI-LEI-549300I2A60VQH7OB113,US-SAM|2053223,1,false
XI-LEI-25490089CK3WJ7YXI372,XI-LEI|25490089CK3WJ7YXI372,0,true
XI-LEI-25490089CK3WJ7YXI372,US-SAM|0803235415,1,false
XI-LEI-549300KRU5NMN907SV73,XI-LEI|549300KRU5NMN907SV73,0,true
XI-LEI-549300KRU5NMN907SV73,NL-KVK|24178415,1,false
XI-LEI-5493009NTB34VXE1T760,XI-LEI|5493009NTB34VXE1T760,0,true
XI-LEI-5493009NTB34VXE1T760,US-SAM|3491966,1,false
XI-LEI-213800LH1BZH3DI6G760,XI-LEI|213800LH1BZH3DI6G760,0,true
XI-LEI-213800LH1BZH3DI6G760,GB-COH|00102498,1,false
XI-LEI-5493003MXD0BNIYC0G95,XI-LEI|5493003MXD0BNIYC0G95,0,true
XI-LEI-5493003MXD0BNIYC0G95,ES-RMC|A-0684693-5,1,false
XI-LEI-5493004W2NT861NJ6M56,XI-LEI|5493004W2NT861NJ6M56,0,true
XI-LEI-5493004W2NT861NJ6M56,IS-KEN|6803170460,1,false
XI-LEI-549300XGTG5OWOTI9S89,XI-LEI|549300XGTG5OWOTI9S89,0,true
XI-LEI-549300XGTG5OWOTI9S89,US-SAM|6378513,1,false
XI-LEI-549300GMUCJ08527GQ81,XI-LEI|549300GMUCJ08527GQ81,0,true
XI-LEI-549300GMUCJ08527GQ81,US-SAM|182869-107,1,false
XI-LEI-549300GSGBIF7NMOUH71,XI-LEI|549300GSGBIF7NMOUH71,0,true
XI-LEI-549300GSGBIF7NMOUH71,NL-KVK|72404922,1,false
XI-LEI-549300IZ83QL6OSB2R21,XI-LEI|549300IZ83QL6OSB2R21,0,true
XI-LEI-549300IZ83QL6OSB2R21,ES-RMC|A-8242203-1,1,false
XI-LEI-549300JCMJLJPHUIZ827,XI-LEI|549300JCMJLJPHUIZ827,0,true
XI-LEI-549300JCMJLJPHUIZ827,ZA-CIP|M1924002602,1,false
XI-LEI-549300IRCCFFAE30FT55,XI-LEI|549300IRCCFFAE30FT55,0,true
XI-LEI-549300IRCCFFAE30FT55,FR-RCS|542 034 327,1,false
XI-LEI-5493002S2FI7YB0RL442,XI-LEI|5493002S2FI7YB0RL442,0,true
XI-LEI-5493002S2FI7YB0RL442,US-SAM|625509,1,false
XI-LEI-549300ELU6WABMM0EL36,XI-LEI|549300ELU6WABMM0EL36,0,true
XI-LEI-549300ELU6WABMM0EL36,PL-NIP|0000345546,1,false
XI-LEI-549300RU6UYW1UMYOP92,XI-LEI|549300RU6UYW1UMYOP92,0,true
XI-LEI-549300RU6UYW1UMYOP92,PT-NIPPC|500194670,1,false
XI-LEI-549300ZBE567NNMH7V89,XI-LEI|549300ZBE567NNMH7V89,0,true
XI-LEI-549300ZBE567NNMH7V89,US-SAM|3575984,1,false
XI-LEI-549300LN3X0K77Z2SO79,XI-LEI|549300LN3X0K77Z2SO79,0,true
XI-LEI-549300LN3X0K77Z2SO79,AU-ABN|008 422 071,1,false
XI-LEI-5493000JNUNFTCW6WF85,XI-LEI|5493000JNUNFTCW6WF85,0,true
XI-LEI-5493000JNUNFTCW6WF85,GB-COH|01553681,1,false
XI-LEI-549300B8RMOTK5QZWT61,XI-LEI|549300B8RMOTK5QZWT61,0,true
XI-LEI-549300B8RMOTK5QZWT61,US-SAM|292522,1,false
XI-LEI-549300DTMH2NWOI8O090,XI-LEI|549300DTMH2NWOI8O090,0,true
XI-LEI-549300DTMH2NWOI8O090,GB-COH|SC077750,1,false
XI-LEI-5493005ONGPJXD71UU22,XI-LEI|5493005ONGPJXD71UU22,0,true
XI-LEI-5493005ONGPJXD71UU22,US-SAM|3329670,1,false
XI-LEI-5493000FX3G8YEXMXM78,XI-LEI|5493000FX3G8YEXMXM78,0,true
XI-LEI-5493000FX3G8YEXMXM78,GB-COH|00194971,1,false
XI-LEI-254900JJ39DUX0CTFU84,XI-LEI|254900JJ39DUX0CTFU84,0,true
XI-LEI-254900JJ39DUX0CTFU84,GB-COH|00230748,1,false
XI-LEI-549300BHBLZT38LP0T75,XI-LEI|549300BHBLZT38LP0T75,0,true
XI-LEI-549300BHBLZT38LP0T75,GB-COH|SC123106,1,false
XI-LEI-549300CBTY31RKLLW578,XI-LEI|549300CBTY31RKLLW578,0,true
XI-LEI-549300CBTY31RKLLW578,GB-COH|01214291,1,false
XI-LEI-549300CC4BI5U2VDJV83,XI-LEI|549300CC4BI5U2VDJV83,0,true
XI-LEI-549300CC4BI5U2VDJV83,GB-COH|00615393,1,false
XI-LEI-549300CMZNMGCZJWCG08,XI-LEI|549300CMZNMGCZJWCG08,0,true
XI-LEI-549300CMZNMGCZJWCG08,AU-ABN|653 709 810,1,false
XI-LEI-549300CRVT18MXX0AG93,XI-LEI|549300CRVT18MXX0AG93,0,true
XI-LEI-549300CRVT18MXX0AG93,GB-COH|01290444,1,false
XI-LEI-549300CW7XPU9N2S3034,XI-LEI|549300CW7XPU9N2S3034,0,true
XI-LEI-549300CW7XPU9N2S3034,GB-COH|02239062,1,false
XI-LEI-549300E0XYHGX3YQ0M28,XI-LEI|549300E0XYHGX3YQ0M28,0,true
XI-LEI-549300E0XYHGX3YQ0M28,GB-COH|02160234,1,false
XI-LEI-549300EIY4CEHS3VR850,XI-LEI|549300EIY4CEHS3VR850,0,true
XI-LEI-549300EIY4CEHS3VR850,US-SAM|2625238,1,false
XI-LEI-549300FCC78N6YBKPP79,XI-LEI|549300FCC78N6YBKPP79,0,true
XI-LEI-549300FCC78N6YBKPP79,GB-COH|05998019,1,false
XI-LEI-549300SIG9E2EYEYJD24,XI-LEI|549300SIG9E2EYEYJD24,0,true
XI-LEI-549300SIG9E2EYEYJD24,RO-CUI|J23/605/2003,1,false
XI-LEI-549300TDJC5X1HQFVS97,XI-LEI|549300TDJC5X1HQFVS97,0,true
XI-LEI-549300TDJC5X1HQFVS97,IT-RI|01144480587,1,false
XI-LEI-549300U1FMIS4ZCKGM81,XI-LEI|549300U1FMIS4ZCKGM81,0,true
XI-LEI-549300U1FMIS4ZCKGM81,SG-ACRA|200510582K,1,false
XI-LEI-549300VA66S81U2FG151,XI-LEI|549300VA66S81U2FG151,0,true
XI-LEI-549300VA66S81U2FG151,GB-COH|01150609,1,false
XI-LEI-549300WG1KHXYZK4FN31,XI-LEI|549300WG1KHXYZK4FN31,0,true
XI-LEI-549300WG1KHXYZK4FN31,GB-COH|01021007,1,false
XI-LEI-G1KG0OQD10NOMCMLDZ35,XI-LEI|G1KG0OQD10NOMCMLDZ35,0,true
XI-LEI-G1KG0OQD10NOMCMLDZ35,GB-COH|00542515,1,false
XI-LEI-254900BCHAHIH6LIMH46,XI-LEI|254900BCHAHIH6LIMH46,0,true
XI-LEI-254900BCHAHIH6LIMH46,US-SAM|3675,1,false
XI-LEI-254900HJ9HXOBA1QQV90,XI-LEI|254900HJ9HXOBA1QQV90,0,true
XI-LEI-254900HJ9HXOBA1QQV90,US-SAM|7444065,1,false
XI-LEI-254900ZNKJZYGD4G1S03,XI-LEI|254900ZNKJZYGD4G1S03,0,true
XI-LEI-254900ZNKJZYGD4G1S03,US-SAM|0803235501,1,false
XI-LEI-7245003VD7E4T30HJD24,XI-LEI|7245003VD7E4T30HJD24,0,true
XI-LEI-7245003VD7E4T30HJD24,NL-KVK|80003354,1,false
GB-COH-02316280,GB-COH|02316280,0,true
GB-COH-03947697,GB-COH|03947697,0,true
GB-COH-12777775,GB-COH|12777775,0,true
GB-COH-00304682,GB-COH|00304682,0,true
GB-COH-06226615,GB-COH|06226615,0,true
GB-COH-00510676,GB-COH|00510676,0,true
GB-COH-04622959,GB-COH|04622959,0,true
GB-COH-14708857,GB-COH|14708857,0,true
GB-COH-12733601,GB-COH|12733601,0,true
GB-COH-06720009,GB-COH|06720009,0,true
GB-COH-00553535,GB-COH|00553535,0,true
GB-COH-09023011,GB-COH|09023011,0,true
GB-COH-10087465,GB-COH|10087465,0,true
GB-COH-04342803,GB-COH|04342803,0,true
GB-COH-00759094,GB-COH|00759094,0,true
GB-COH-02063581,GB-COH|02063581,0,true
GB-COH-01744961,GB-COH|01744961,0,true
GB-COH-16116079,GB-COH|16116079,0,true
GB-COH-00260320,GB-COH|00260320,0,true
GB-COH-00140141,GB-COH|00140141,0,true
GB-COH-00746708,GB-COH|00746708,0,true
GB-COH-13497263,GB-COH|13497263,0,true
GB-COH-13497271,GB-COH|13497271,0,true
GB-COH-01150609,GB-COH|01150609,0,true
GB-COH-01378710,GB-COH|01378710,0,true
GB-COH-10867225,GB-COH|10867225,0,true
GB-COH-SC123106,GB-COH|SC123106,0,true
GB-COH-00871912,GB-COH|00871912,0,true
GB-COH-01228157,GB-COH|01228157,0,true
GB-COH-02544586,GB-COH|02544586,0,true
GB-COH-04622996,GB-COH|04622996,0,true
GB-COH-SC387672,GB-COH|SC387672,0,true
GB-COH-SC005098,GB-COH|SC005098,0,true
GB-COH-12825643,GB-COH|12825643,0,true
GB-COH-00149435,GB-COH|00149435,0,true
GB-COH-00432981,GB-COH|00432981,0,true
GB-COH-00234106,GB-COH|00234106,0,true
GB-COH-00654667,GB-COH|00654667,0,true
GB-COH-00273831,GB-COH|00273831,0,true
GB-COH-03189276,GB-COH|03189276,0,true
GB-COH-13789822,GB-COH|13789822,0,true
GB-COH-10129878,GB-COH|10129878,0,true
GB-COH-13497268,GB-COH|13497268,0,true
GB-COH-13497266,GB-COH|13497266,0,true
GB-COH-01454944,GB-COH|01454944,0,true
GB-COH-01918796,GB-COH|01918796,0,true
GB-COH-15604635,GB-COH|15604635,0,true
GB-COH-09494479,GB-COH|09494479,0,true
GB-COH-00735658,GB-COH|00735658,0,true
GB-COH-01150608,GB-COH|01150608,0,true
GB-COH-00554057,GB-COH|00554057,0,true
GB-COH-00593645,GB-COH|00593645,0,true
GB-COH-SC725848,GB-COH|SC725848,0,true
GB-COH-11352422,GB-COH|11352422,0,true
GB-COH-01030652,GB-COH|01030652,0,true
GB-COH-05998019,GB-COH|05998019,0,true
GB-COH-08842913,GB-COH|08842913,0,true
GB-COH-01094398,GB-COH|01094398,0,true
GB-COH-08298838,GB-COH|08298838,0,true
GB-COH-00455852,GB-COH|00455852,0,true
GB-COH-07540266,GB-COH|07540266,0,true
GB-COH-15860354,GB-COH|15860354,0,true
GB-COH-01290444,GB-COH|01290444,0,true
GB-COH-00651878,GB-COH|00651878,0,true
GB-COH-00194971,GB-COH|00194971,0,true
GB-COH-00517403,GB-COH|00517403,0,true
GB-COH-04116177,GB-COH|04116177,0,true
GB-COH-02239062,GB-COH|02239062,0,true
GB-COH-SC107896,GB-COH|SC107896,0,true
GB-COH-14846392,GB-COH|14846392,0,true
GB-COH-SC000792,GB-COH|SC000792,0,true
GB-COH-05319369,GB-COH|05319369,0,true
GB-COH-00211858,GB-COH|00211858,0,true
GB-COH-04145621,GB-COH|04145621,0,true
GB-COH-14829647,GB-COH|14829647,0,true
GB-COH-12169614,GB-COH|12169614,0,true
GB-COH-00263889,GB-COH|00263889,0,true
GB-COH-13464292,GB-COH|13464292,0,true
GB-COH-00176671,GB-COH|00176671,0,true
GB-COH-08274009,GB-COH|08274009,0,true
GB-COH-06034588,GB-COH|06034588,0,true
GB-COH-15319995,GB-COH|15319995,0,true
GB-COH-13448827,GB-COH|13448827,0,true
GB-COH-00542515,GB-COH|00542515,0,true
GB-COH-00321630,GB-COH|00321630,0,true
GB-COH-05639411,GB-COH|05639411,0,true
GB-COH-14860361,GB-COH|14860361,0,true
GB-COH-14860118,GB-COH|14860118,0,true
GB-COH-15635784,GB-COH|15635784,0,true
GB-COH-14860102,GB-COH|14860102,0,true
GB-COH-13698426,GB-COH|13698426,0,true
GB-COH-01214291,GB-COH|01214291,0,true
GB-COH-00591214,GB-COH|00591214,0,true
GB-COH-00240425,GB-COH|00240425,0,true
GB-COH-10202089,GB-COH|10202089,0,true
GB-COH-14789320,GB-COH|14789320,0,true
GB-COH-00322365,GB-COH|00322365,0,true
GB-COH-00146560,GB-COH|00146560,0,true
GB-COH-04942439,GB-COH|04942439,0,true
GB-COH-00446915,GB-COH|00446915,0,true
GB-COH-01858781,GB-COH|01858781,0,true
GB-COH-00567280,GB-COH|00567280,0,true
GB-COH-00190435,GB-COH|00190435,0,true
GB-COH-00102498,GB-COH|00102498,0,true
GB-COH-12097961,GB-COH|12097961,0,true
GB-COH-00230748,GB-COH|00230748,0,true
GB-COH-01337112,GB-COH|01337112,0,true
GB-COH-00699446,GB-COH|00699446,0,true
GB-COH-12735096,GB-COH|12735096,0,true
GB-COH-02565511,GB-COH|02565511,0,true
GB-COH-11700098,GB-COH|11700098,0,true
GB-COH-00140132,GB-COH|00140132,0,true
GB-COH-11719854,GB-COH|11719854,0,true
GB-COH-01553681,GB-COH|01553681,0,true
GB-COH-14860376,GB-COH|14860376,0,true
GB-COH-12536263,GB-COH|12536263,0,true
GB-COH-12349056,GB-COH|12349056,0,true
GB-COH-14846404,GB-COH|14846404,0,true
GB-COH-03604330,GB-COH|03604330,0,true
GB-COH-SL027312,GB-COH|SL027312,0,true
GB-COH-07152266,GB-COH|07152266,0,true
GB-COH-00026538,GB-COH|00026538,0,true
GB-COH-SC051614,GB-COH|SC051614,0,true
GB-COH-01732696,GB-COH|01732696,0,true
GB-COH-00178353,GB-COH|00178353,0,true
GB-COH-11428488,GB-COH|11428488,0,true
GB-COH-10953957,GB-COH|10953957,0,true
GB-COH-00325744,GB-COH|00325744,0,true
GB-COH-10542068,GB-COH|10542068,0,true
GB-COH-00590743,GB-COH|00590743,0,true
GB-COH-04951416,GB-COH|04951416,0,true
GB-COH-00609762,GB-COH|00609762,0,true
XI-LEI-391200PKEUF3Y2NUMW25,XI-LEI|391200PKEUF3Y2NUMW25,0,true
XI-LEI-391200PKEUF3Y2NUMW25,DE-CR|HRB 184025,1,false
XI-LEI-253400JT3MQWNDKMJE44,XI-LEI|253400JT3MQWNDKMJE44,0,true
XI-LEI-253400JT3MQWNDKMJE44,RU-INN|1027700043502,1,false
XI-LEI-25340076BE9D5XUK4H54,XI-LEI|25340076BE9D5XUK4H54,0,true
XI-LEI-25340076BE9D5XUK4H54,RU-INN|1172536017356,1,false
XI-LEI-253400EDWTVJSHMJ4D40,XI-LEI|253400EDWTVJSHMJ4D40,0,true
XI-LEI-253400EDWTVJSHMJ4D40,RU-INN|1027739462630,1,false
XI-LEI-213800AE1BBT5FYQGO52,XI-LEI|213800AE1BBT5FYQGO52,0,true
XI-LEI-213800AE1BBT5FYQGO52,JE-FSC|41260,1,false
XI-LEI-4OFD47D73QFJ1T1MOF29,XI-LEI|4OFD47D73QFJ1T1MOF29,0,true
XI-LEI-4OFD47D73QFJ1T1MOF29,GB-COH|00184594,1,false
XI-LEI-549300U2MZ5WWK8T4F93,XI-LEI|549300U2MZ5WWK8T4F93,0,true
XI-LEI-549300U2MZ5WWK8T4F93,US-SAM|C1643648,1,false
XI-LEI-54930037QVI60C8PTH78,XI-LEI|54930037QVI60C8PTH78,0,true
XI-LEI-54930037QVI60C8PTH78,GB-COH|04521108,1,false
XI-LEI-549300RIZJIA5P32N949,XI-LEI|549300RIZJIA5P32N949,0,true
XI-LEI-549300RIZJIA5P32N949,GB-COH|04521116,1,false
XI-LEI-549300H04VOZRXNDBI22,XI-LEI|549300H04VOZRXNDBI22,0,true
XI-LEI-549300H04VOZRXNDBI22,GB-COH|03209327,1,false
XI-LEI-549300E13J5YVGT4E586,XI-LEI|549300E13J5YVGT4E586,0,true
XI-LEI-549300E13J5YVGT4E586,GB-COH|01693108,1,false
GB-COH-11573312,GB-COH|11573312,0,true
GB-COH-09788236,GB-COH|09788236,0,true
GB-COH-03545857,GB-COH|03545857,0,true
GB-COH-04282263,GB-COH|04282263,0,true
GB-COH-03015855,GB-COH|03015855,0,true
GB-COH-10872547,GB-COH|10872547,0,true
GB-COH-09120252,GB-COH|09120252,0,true
GB-COH-00084121,GB-COH|00084121,0,true
GB-COH-07111468,GB-COH|07111468,0,true
GB-COH-10644366,GB-COH|10644366,0,true
GB-COH-03291550,GB-COH|03291550,0,true
GB-COH-01482455,GB-COH|01482455,0,true
GB-COH-05528329,GB-COH|05528329,0,true
GB-COH-03410466,GB-COH|03410466,0,true
GB-COH-02246951,GB-COH|02246951,0,true
GB-COH-04118004,GB-COH|04118004,0,true
GB-COH-03708142,GB-COH|03708142,0,true
GB-COH-05765286,GB-COH|05765286,0,true
GB-COH-04521116,GB-COH|04521116,0,true
GB-COH-01163844,GB-COH|01163844,0,true
GB-COH-12867899,GB-COH|12867899,0,true
GB-COH-04071890,GB-COH|04071890,0,true
GB-COH-05418537,GB-COH|05418537,0,true
GB-COH-03394910,GB-COH|03394910,0,true
GB-COH-05830195,GB-COH|05830195,0,true
GB-COH-00272225,GB-COH|00272225,0,true
GB-COH-04485808,GB-COH|04485808,0,true
GB-COH-07440158,GB-COH|07440158,0,true
GB-COH-03709742,GB-COH|03709742,0,true
GB-COH-01693108,GB-COH|01693108,0,true
GB-COH-02251116,GB-COH|02251116,0,true
GB-COH-00184594,GB-COH|00184594,0,true
GB-COH-00640846,GB-COH|00640846,0,true
GB-COH-09876101,GB-COH|09876101,0,true
GB-COH-14525603,GB-COH|14525603,0,true
GB-COH-03403993,GB-COH|03403993,0,true
GB-COH-03394992,GB-COH|03394992,0,true
GB-COH-03209327,GB-COH|03209327,0,true
GB-COH-07918137,GB-COH|07918137,0,true
GB-COH-00081701,GB-COH|00081701,0,true
GB-COH-15065208,GB-COH|15065208,0,true
GB-COH-06341444,GB-COH|06341444,0,true
